date,PX_OPEN,PX_LAST,PX_HIGH,PX_LOW,VOLUME
2017-09-15,3235.4,3697.1,3809,2980.4,183116.6815
2017-09-16,3697,3681.5,3875,3511.1,70752.12868
2017-09-17,3679.6,3666.6,3782,3465.1,37038.5367
2017-09-18,3666.9,4084.4,4119,3666.9,58978.69285
2017-09-19,4084.3,3892.2,4114,3836.2,47749.58339
2017-09-20,3892.6,3872.4,4049,3829,33241.55771
2017-09-21,3874.8,3596.7,3905,3560,56944.21172
2017-09-22,3600,3602.3,3748,3490,49235.11147
2017-09-23,3597.9,3779.6,3808.7,3555,25640.09297
2017-09-24,3779.3,3654.7,3783,3615.5,20883.294
2017-09-25,3654.4,3930.1,3977,3653.7,40157.86231
2017-09-26,3930,3881.5,3985,3838,21401.21521
2017-09-27,3881.7,4209.7,4229.5,3876.7,48624.86921
2017-09-28,4207.5,4190,4269,4120,36575.28208
2017-09-29,4190,4168,4245,4024.4,38941.76643
2017-09-30,4167.6,4367.1,4397,4160,31498.7701
2017-10-01,4367.1,4404.3,4424,4248.6,29229.55964
2017-10-02,4404.3,4400.2,4482,4359,29071.34483
2017-10-03,4400.2,4310.6,4439.9,4210.1,28542.15681
2017-10-04,4309.6,4215.9,4359.2,4174.3,26370.959
2017-10-05,4215.9,4312,4372.3,4133,25368.41498
2017-10-06,4311.9,4370,4425.8,4282.2,25931.89802
2017-10-07,4370,4435.6,4505,4309,17423.88599
2017-10-08,4435.9,4611.9,4632.4,4416.3,29834.3849
2017-10-09,4611.8,4782.3,4879.8,4551,48928.09769
2017-10-10,4782.3,4777.7,4940,4716.4,42701.37346
2017-10-11,4777.1,4824.9,4881.4,4715,28908.12597
2017-10-12,4824.9,5440,5445,4815,79502.85493
